name,rarity,planType,category,stamina,forceStamina,costType,costValue,playProduceExamTriggerId,playMovePositionType,moveEffectTriggerType,moveProduceExamEffectIds,isEndTurnLost,isInitial,isRestrict,produceCardStatusEnchantId,searchTag,libraryHidden,noDeckDuplication,unlockProducerLevel,rentalUnlockProducerLevel,evaluation,originIdolCardId,originSupportCardId,isInitialDeckProduceCard,effectGroupIds,viewStartTime,isLimited,order,produceExamTriggerId1,produceExamEffectId1,hideIcon1,produceExamTriggerId2,produceExamEffectId2,hideIcon2,produceExamTriggerId3,produceExamEffectId3,hideIcon3,produceExamTriggerId4,produceExamEffectId4,hideIcon4
ストレッチ談義+,SR,フリー,アクティブ,0,0,,0,e_trigger-exam_start_turn-turn_progress_up-3,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-2-0006,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_card_upgrade-000']",0,False,39000010000028,,e_effect-exam_lesson-0003-01,False,,e_effect-exam_stamina_consumption_down-02,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
ストレッチ談義++,SR,フリー,アクティブ,0,0,,0,e_trigger-exam_start_turn-turn_progress_up-3,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0006,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_card_upgrade-000']",0,False,39000010000028,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_stamina_consumption_down-02,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
ストレッチ談義+++,SR,フリー,アクティブ,0,0,,0,e_trigger-exam_start_turn-turn_progress_up-3,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0006,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_card_upgrade-000']",0,False,39000010000028,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_stamina_consumption_down-02,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
全力サポート,SR,フリー,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-2-0014,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,39000010000029,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,,,,
全力サポート+,SR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-2-0014,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,39000010000029,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0002,False,,,,,,
全力サポート++,SR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0014,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,39000010000029,,e_effect-exam_block-0001,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0002,False,,,
全力サポート+++,SR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0014,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,39000010000029,,e_effect-exam_block-0002,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0002,False,,,
花萌ゆ季節,SSR,フリー,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0005,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000024,,e_effect-exam_card_create_search-0001-p_card_search-random-random_pool-p_random_pool-all-upgrade_1-1-hand-random-1_1,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
花萌ゆ季節+,SSR,フリー,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0005,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000024,,e_effect-exam_card_create_search-0001-p_card_search-random-random_pool-p_random_pool-all-upgrade_1-1-hand-random-1_1,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
花萌ゆ季節++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0005,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000024,,e_effect-exam_card_create_search-0001-p_card_search-random-random_pool-p_random_pool-all-upgrade_1-1-hand-random-1_1,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
花萌ゆ季節+++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0005,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000024,,e_effect-exam_block-0001,False,,e_effect-exam_card_create_search-0001-p_card_search-random-random_pool-p_random_pool-all-upgrade_1-1-hand-random-1_1,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False
陽だまりの生徒会室,SSR,フリー,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0006,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-stamina_recover_fix-000']",0,False,49000010000025,,e_effect-exam_stamina_recover_fix-0003,False,,e_effect-exam_playable_value_add-01,False,,,,,,
陽だまりの生徒会室+,SSR,フリー,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0006,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-stamina_recover_fix-000']",0,False,49000010000025,,e_effect-exam_stamina_recover_fix-0005,False,,e_effect-exam_playable_value_add-01,False,,,,,,
陽だまりの生徒会室++,SSR,フリー,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0006,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-stamina_recover_fix-000']",0,False,49000010000025,,e_effect-exam_stamina_recover_fix-0005,False,,e_effect-exam_playable_value_add-01,False,,,,,,
陽だまりの生徒会室+++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0006,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-stamina_recover_fix-000']",0,False,49000010000025,,e_effect-exam_stamina_recover_fix-0005,False,,e_effect-exam_playable_value_add-01,False,,,,,,
心のアルバム,SSR,フリー,アクティブ,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0008,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000']",0,False,49000010000026,,e_effect-exam_lesson-0003-01,False,,e_effect-exam_block-0003,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_draw-0001,False
心のアルバム+,SSR,フリー,アクティブ,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0008,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000']",0,False,49000010000026,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_block-0005,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_draw-0001,False
心のアルバム++,SSR,フリー,アクティブ,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0008,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000']",0,False,49000010000026,,e_effect-exam_lesson-0007-01,False,,e_effect-exam_block-0007,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_draw-0001,False
心のアルバム+++,SSR,フリー,アクティブ,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0008,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000']",0,False,49000010000026,,e_effect-exam_lesson-0008-01,False,,e_effect-exam_block-0008,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_draw-0001,False
ティーパーティ,SSR,フリー,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0010,False,"['effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000027,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,,,,
ティーパーティ+,SSR,フリー,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0010,False,"['effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000027,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_card_draw-0001,False,,e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
ティーパーティ++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0010,False,"['effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000027,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_card_draw-0001,False,,e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
ティーパーティ+++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0010,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000027,,e_effect-exam_block-0001,False,,e_effect-exam_playable_value_add-01,False,,e_effect-exam_card_draw-0001,False,,e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False
薄れゆく壁,SSR,フリー,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0018,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000']",1716339600000,False,49000010020037,,e_effect-exam_block-0003,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
薄れゆく壁+,SSR,フリー,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0018,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000']",1716339600000,False,49000010020037,,e_effect-exam_block-0003,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
薄れゆく壁++,SSR,フリー,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0018,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000']",1716339600000,False,49000010020037,,e_effect-exam_block-0003,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
薄れゆく壁+++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0018,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000']",1716339600000,False,49000010020037,,e_effect-exam_block-0003,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,e_effect-exam_effect_timer-0002-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
光のステージ,SSR,フリー,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0014,False,"['effect_group-visible-exam_stamina_consumption_down_fix-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000046,,e_effect-exam_stamina_consumption_down_fix-0001-inf,False,,e_effect-exam_playable_value_add-01,False,,,,,,
光のステージ+,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0014,False,"['effect_group-visible-exam_stamina_consumption_down_fix-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000046,,e_effect-exam_stamina_consumption_down_fix-0001-inf,False,,e_effect-exam_playable_value_add-01,False,,,,,,
光のステージ++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0014,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_down_fix-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000046,,e_effect-exam_block-0001,False,,e_effect-exam_stamina_consumption_down_fix-0001-inf,False,,e_effect-exam_playable_value_add-01,False,,,
光のステージ+++,SSR,フリー,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0014,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_down_fix-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000046,,e_effect-exam_block-0002,False,,e_effect-exam_stamina_consumption_down_fix-0001-inf,False,,e_effect-exam_playable_value_add-01,False,,,
新生徒会爆誕！,SSR,フリー,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0015,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000048,,e_effect-exam_stamina_consumption_down-02,False,,e_effect-exam_playable_value_add-01,False,,,,,,
新生徒会爆誕！+,SSR,フリー,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0015,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000048,,e_effect-exam_stamina_consumption_down-04,False,,e_effect-exam_playable_value_add-01,False,,,,,,
新生徒会爆誕！++,SSR,フリー,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0015,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000048,,e_effect-exam_stamina_consumption_down-04,False,,e_effect-exam_playable_value_add-01,False,,,,,,
新生徒会爆誕！+++,SSR,フリー,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0015,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000']",0,False,49000010000048,,e_effect-exam_stamina_consumption_down-04,False,,e_effect-exam_playable_value_add-01,False,,,,,,
